  ilv   flv            5K           10K           20K           30K           50K           80K          100K          150K          200K          300K
   19     9    5.4814E-12    7.1339E-12    9.0874E-12    1.0330E-11    1.2093E-11    1.3846E-11    1.4700E-11    1.6291E-11    1.7457E-11    1.9110E-11
   19    10    3.3036E-12    2.7900E-12    2.2453E-12    2.0348E-12    1.9234E-12    1.9403E-12    1.9772E-12    2.0777E-12    2.1655E-12    2.2914E-12
   19    11    4.2564E-12    3.4782E-12    2.7336E-12    2.4496E-12    2.2738E-12    2.2313E-12    2.2349E-12    2.2701E-12    2.3159E-12    2.4039E-12
   19    12    8.4075E-12    7.0983E-12    5.8453E-12    5.4893E-12    5.5155E-12    5.8583E-12    6.0739E-12    6.5004E-12    6.8243E-12    7.3285E-12
   19    13    1.8288E-12    1.3808E-12    9.0408E-13    6.9600E-13    5.3801E-13    4.9520E-13    5.0733E-13    5.7551E-13    6.5235E-13    7.8565E-13
   19    14    1.7852E-12    1.9103E-12    1.7952E-12    1.7089E-12    1.6911E-12    1.8056E-12    1.9067E-12    2.1589E-12    2.3785E-12    2.7121E-12
   19    15    5.0753E-12    4.4702E-12    3.6708E-12    3.2894E-12    3.0032E-12    2.9260E-12    2.9477E-12    3.0924E-12    3.2941E-12    3.7627E-12
   19    16    2.3487E-12    1.8448E-12    1.1923E-12    8.9695E-13    6.6492E-13    5.6851E-13    5.5596E-13    5.8799E-13    6.5845E-13    8.4221E-13
   19    17    1.9928E-12    1.7810E-12    1.3745E-12    1.2115E-12    1.1587E-12    1.2487E-12    1.3315E-12    1.5428E-12    1.7366E-12    2.0587E-12
   19    18    1.9171E-12    1.5645E-12    1.0483E-12    8.0632E-13    6.2543E-13    5.8208E-13    5.9763E-13    6.7208E-13    7.5025E-13    8.7754E-13
   20     1    2.3582E-13    1.5066E-13    7.6762E-14    4.8153E-14    2.5782E-14    1.4660E-14    1.1509E-14    8.1805E-15    7.2293E-15    7.5070E-15
   20     2    1.0576E-12    7.2491E-13    4.0352E-13    2.7437E-13    1.7417E-13    1.2879E-13    1.1871E-13    1.1446E-13    1.2025E-13    1.3856E-13
   20     3    1.2029E-12    8.7591E-13    5.0577E-13    3.4810E-13    2.2229E-13    1.6469E-13    1.5260E-13    1.5091E-13    1.6315E-13    1.9683E-13
   20     4    1.8399E-12    2.0082E-12    2.0328E-12    2.0162E-12    1.9962E-12    1.9772E-12    1.9668E-12    1.9434E-12    1.9225E-12    1.8846E-12
   20     5    2.6994E-12    2.2772E-12    1.6762E-12    1.3587E-12    1.0493E-12    8.7339E-13    8.3261E-13    8.4468E-13    9.4117E-13    1.2886E-12
   20     6    3.2222E-12    2.8130E-12    2.0615E-12    1.6622E-12    1.2960E-12    1.1313E-12    1.1227E-12    1.2485E-12    1.4794E-12    2.1244E-12
   20     7    3.3020E-12    2.7347E-12    1.9606E-12    1.6312E-12    1.4338E-12    1.4732E-12    1.5607E-12    1.8144E-12    2.0542E-12    2.4604E-12
   20     8    2.6034E-12    2.2078E-12    1.5377E-12    1.2407E-12    1.0346E-12    9.8768E-13    1.0020E-12    1.0746E-12    1.1555E-12    1.3002E-12
   20     9    3.8051E-12    3.1743E-12    2.5953E-12    2.3988E-12    2.3467E-12    2.4658E-12    2.5691E-12    2.8181E-12    3.0299E-12    3.3531E-12
   20    10    7.3811E-12    9.1594E-12    1.1485E-11    1.2943E-11    1.4983E-11    1.7026E-11    1.8045E-11    2.0022E-11    2.1577E-11    2.4017E-11
   20    11    2.7204E-12    2.0578E-12    1.3205E-12    1.0133E-12    7.9758E-13    7.4110E-13    7.5033E-13    8.0829E-13    8.6928E-13    9.6099E-13
   20    12    6.7305E-12    6.3344E-12    5.9494E-12    5.8846E-12    6.0910E-12    6.5694E-12    6.8971E-12    7.6840E-12    8.4115E-12    9.6893E-12
   20    13    1.5865E-12    1.2056E-12    7.7586E-13    5.9384E-13    4.7551E-13    4.7381E-13    5.0527E-13    6.0433E-13    6.9483E-13    8.2257E-13
   20    14    1.3020E-12    9.2791E-13    5.7584E-13    4.3602E-13    3.3552E-13    3.0135E-13    3.0098E-13    3.2526E-13    3.6228E-13    4.4179E-13
   20    15    7.3370E-12    6.4383E-12    5.4948E-12    5.2243E-12    5.3079E-12    5.7062E-12    5.9547E-12    6.4527E-12    6.8439E-12    7.4961E-12
   20    16    6.7369E-12    5.6093E-12    4.4904E-12    4.0706E-12    3.8423E-12    3.8409E-12    3.8820E-12    4.0040E-12    4.1277E-12    4.3609E-12
   20    17    1.6402E-12    1.3461E-12    9.2186E-13    7.2463E-13    5.7011E-13    5.1145E-13    5.0713E-13    5.3310E-13    5.7615E-13    6.7143E-13
   20    18    2.6419E-12    2.2366E-12    1.6752E-12    1.4421E-12    1.3090E-12    1.3146E-12    1.3470E-12    1.4398E-12    1.5256E-12    1.6628E-12
   20    19    3.2807E-12    2.9682E-12    2.4400E-12    2.2286E-12    2.1564E-12    2.2569E-12    2.3471E-12    2.5619E-12    2.7428E-12    3.0193E-12
   21     1    3.2884E-13    2.4363E-13    1.4003E-13    9.2917E-14    5.3223E-14    3.2794E-14    2.7065E-14    2.1312E-14    1.9994E-14    2.1171E-14
   21     2    1.0918E-12    8.3010E-13    5.2637E-13    3.9317E-13    2.9159E-13    2.5689E-13    2.5706E-13    2.8122E-13    3.1491E-13    3.8079E-13
   21     3    2.0253E-12    1.6232E-12    1.1431E-12    9.3353E-13    7.8611E-13    7.6975E-13    7.9717E-13    8.8993E-13    9.8103E-13    1.1410E-12
   21     4    7.0810E-13    5.2227E-13    3.4143E-13    2.7315E-13    2.2453E-13    2.0652E-13    2.0495E-13    2.1150E-13    2.2196E-13    2.4176E-13
   21     5    1.1809E-12    9.8348E-13    8.0138E-13    7.7098E-13    8.1314E-13    8.9643E-13    9.4199E-13    1.0294E-12    1.0942E-12    1.1858E-12
   21     6    1.7284E-12    1.4262E-12    1.0061E-12    8.2222E-13    7.0221E-13    7.0524E-13    7.4168E-13    8.5643E-13    9.6820E-13    1.1546E-12
   21     7    1.4160E-12    1.0889E-12    7.1523E-13    5.8378E-13    5.3133E-13    5.6996E-13    6.0672E-13    6.9000E-13    7.5643E-13    8.5439E-13
   21     8    3.1861E-12    3.2503E-12    2.8901E-12    2.7129E-12    2.6787E-12    2.8845E-12    3.0757E-12    3.6068E-12    4.1524E-12    5.2215E-12
   21     9    2.2488E-12    1.5554E-12    9.1645E-13    6.5888E-13    4.6897E-13    4.0638E-13    4.0704E-13    4.4831E-13    5.0360E-13    6.1178E-13
   21    10    3.2833E-12    2.9973E-12    2.6869E-12    2.5915E-12    2.6140E-12    2.7568E-12    2.8606E-12    3.1044E-12    3.3126E-12    3.6266E-12
   21    11    3.0599E-12    2.3988E-12    1.6422E-12    1.3038E-12    1.0436E-12    9.6587E-13    9.7957E-13    1.0778E-12    1.1967E-12    1.4219E-12
   21    12    3.3753E-12    2.9504E-12    2.4278E-12    2.2026E-12    2.0548E-12    2.0206E-12    2.0279E-12    2.0745E-12    2.1370E-12    2.2757E-12
   21    13    5.4127E-12    5.9138E-12    6.3203E-12    6.5838E-12    7.0617E-12    7.6636E-12    8.0120E-12    8.7746E-12    9.4387E-12    1.0576E-11
   21    14    3.8602E-12    3.4053E-12    2.7680E-12    2.4289E-12    2.1214E-12    1.9673E-12    1.9365E-12    1.9459E-12    1.9943E-12    2.0933E-12
   21    15    2.5889E-12    1.9600E-12    1.2572E-12    9.6593E-13    7.6853E-13    7.2644E-13    7.4010E-13    8.0263E-13    8.6859E-13    9.8260E-13
   21    16    3.8175E-12    3.2230E-12    2.3371E-12    1.8866E-12    1.5089E-12    1.3732E-12    1.3841E-12    1.5446E-12    1.7948E-12    2.4447E-12
   21    17    4.6489E-12    4.4876E-12    4.4055E-12    4.5217E-12    4.8319E-12    5.1378E-12    5.2625E-12    5.4632E-12    5.6041E-12    5.8140E-12
   21    18    8.6283E-12    9.6752E-12    1.1050E-11    1.2033E-11    1.3540E-11    1.5095E-11    1.5879E-11    1.7405E-11    1.8584E-11    2.0345E-11
   21    19    2.8348E-12    2.3758E-12    1.6251E-12    1.2731E-12    1.0147E-12    9.4405E-13    9.5237E-13    1.0097E-12    1.0658E-12    1.1406E-12
   21    20    3.4694E-12    2.9944E-12    2.2746E-12    1.9297E-12    1.6770E-12    1.6196E-12    1.6413E-12    1.7461E-12    1.8644E-12    2.0866E-12
   22     1    6.8286E-13    5.2569E-13    3.5446E-13    2.8519E-13    2.4506E-13    2.5627E-13    2.7849E-13    3.4842E-13    4.2012E-13    5.4467E-13
   22     2    1.4650E-12    1.1988E-12    9.1581E-13    7.8813E-13    6.9521E-13    6.8797E-13    7.1236E-13    8.0027E-13    8.9359E-13    1.0652E-12
   22     3    2.3567E-12    2.0796E-12    1.6079E-12    1.3869E-12    1.2387E-12    1.2413E-12    1.2900E-12    1.4625E-12    1.6598E-12    2.0733E-12
   22     4    1.3647E-12    1.3508E-12    1.2863E-12    1.2840E-12    1.3460E-12    1.4610E-12    1.5335E-12    1.6925E-12    1.8201E-12    1.9988E-12
   22     5    1.0890E-12    7.2716E-13    4.0365E-13    2.8430E-13    2.1157E-13    2.0909E-13    2.2417E-13    2.6934E-13    3.1129E-13    3.8299E-13
   22     6    1.6508E-12    1.2802E-12    8.8248E-13    7.4621E-13    6.9400E-13    7.3027E-13    7.6258E-13    8.2918E-13    8.7481E-13    9.2671E-13
   22     7    1.8568E-12    1.5184E-12    1.0387E-12    8.2711E-13    6.8604E-13    6.7805E-13    7.1002E-13    8.1932E-13    9.3310E-13    1.1377E-12
   22     8    1.9580E-12    1.5384E-12    9.5983E-13    7.0110E-13    4.9609E-13    4.1070E-13    4.0002E-13    4.2680E-13    4.8163E-13    6.1269E-13
   22     9    3.1433E-12    2.5495E-12    2.0571E-12    1.9208E-12    1.9079E-12    1.9849E-12    2.0352E-12    2.1430E-12    2.2352E-12    2.3907E-12
   22    10    2.4844E-12    1.6831E-12    9.5156E-13    6.5555E-13    4.2384E-13    3.2457E-13    3.0892E-13    3.2216E-13    3.5600E-13    4.2307E-13
   22    11    4.2309E-12    3.7236E-12    2.8843E-12    2.4775E-12    2.2005E-12    2.2230E-12    2.3373E-12    2.7377E-12    3.1949E-12    4.1582E-12
   22    12    2.6659E-12    2.0184E-12    1.3035E-12    9.9957E-13    7.7751E-13    7.1134E-13    7.1586E-13    7.6453E-13    8.1769E-13    8.9781E-13
   22    13    3.7247E-12    3.2146E-12    2.5326E-12    2.1770E-12    1.8582E-12    1.7067E-12    1.6820E-12    1.7086E-12    1.7734E-12    1.9029E-12
   22    14    5.6403E-12    6.2273E-12    6.7549E-12    7.0538E-12    7.5203E-12    8.0485E-12    8.3381E-12    8.9563E-12    9.4962E-12    1.0448E-11
   22    15    3.3950E-12    2.9736E-12    2.2839E-12    1.9405E-12    1.6550E-12    1.5210E-12    1.4917E-12    1.4875E-12    1.5239E-12    1.6403E-12
   22    16    2.8513E-12    2.3220E-12    1.6340E-12    1.3200E-12    1.1012E-12    1.0857E-12    1.1393E-12    1.3306E-12    1.5316E-12    1.8830E-12
   22    17    8.2746E-12    9.2889E-12    1.0614E-11    1.1616E-11    1.3236E-11    1.5002E-11    1.5922E-11    1.7751E-11    1.9186E-11    2.1375E-11
   22    18    4.4211E-12    4.4159E-12    4.5043E-12    4.6706E-12    4.9925E-12    5.2798E-12    5.3923E-12    5.5706E-12    5.6966E-12    5.8872E-12
   22    19    3.2738E-12    2.9545E-12    2.2602E-12    1.9046E-12    1.6455E-12    1.6055E-12    1.6471E-12    1.8086E-12    1.9787E-12    2.2729E-12
   22    20    2.4671E-12    2.0374E-12    1.3566E-12    1.0437E-12    8.1497E-13    7.4727E-13    7.5128E-13    8.0276E-13    8.6669E-13    9.8695E-13
   22    21    4.4741E-12    4.1907E-12    3.6409E-12    3.4569E-12    3.4681E-12    3.6634E-12    3.7958E-12    4.0814E-12    4.3161E-12    4.6929E-12
   23     1    9.0199E-13    5.7883E-13    3.3437E-13    2.5010E-13    1.9703E-13    1.8498E-13    1.8785E-13    2.0615E-13    2.3446E-13    3.2786E-13
   23     2    1.8509E-12    1.6197E-12    1.4577E-12    1.4561E-12    1.5540E-12    1.6932E-12    1.7612E-12    1.8761E-12    1.9496E-12    2.0426E-12
   23     3    4.2327E-12    3.6432E-12    2.8305E-12    2.3795E-12    1.9124E-12    1.6118E-12    1.5213E-12    1.4623E-12    1.5255E-12    1.8488E-12
   23     4    1.5969E-12    1.1691E-12    7.7709E-13    6.2440E-13    5.2802E-13    5.3150E-13    5.6206E-13    6.5928E-13    7.5561E-13    9.2071E-13
   23     5    9.1350E-13    6.8857E-13    4.5754E-13    3.5724E-13    2.7737E-13    2.5711E-13    2.6966E-13    3.3487E-13    4.1525E-13    5.7575E-13
   23     6    1.5612E-12    1.0902E-12    6.4410E-13    4.7372E-13    3.5861E-13    3.3608E-13    3.4909E-13    4.0380E-13    4.5950E-13    5.4644E-13
   23     7    2.1798E-12    1.7516E-12    1.2898E-12    1.1067E-12    1.0155E-12    1.0799E-12    1.1589E-12    1.3726E-12    1.5704E-12    1.8993E-12
   23     8    4.2573E-12    3.8234E-12    3.1381E-12    2.8429E-12    2.6759E-12    2.7153E-12    2.7906E-12    2.9996E-12    3.1814E-12    3.4304E-12
   23     9    2.9153E-12    2.1241E-12    1.4781E-12    1.2702E-12    1.1937E-12    1.2552E-12    1.3139E-12    1.4599E-12    1.5971E-12    1.8506E-12
   23    10    2.2092E-12    1.5624E-12    1.0036E-12    7.8658E-13    6.3757E-13    6.0856E-13    6.2785E-13    7.1392E-13    8.1125E-13    9.9056E-13
   23    11    9.7028E-12    1.1173E-11    1.3044E-11    1.4337E-11    1.6273E-11    1.8298E-11    1.9329E-11    2.1340E-11    2.2927E-11    2.5494E-11
   23    12    2.3748E-12    1.6857E-12    1.0454E-12    8.0378E-13    6.5367E-13    6.3633E-13    6.5854E-13    7.3633E-13    8.1338E-13    9.4009E-13
   23    13    1.0763E-12    9.1722E-13    6.6250E-13    5.3419E-13    4.2633E-13    3.7997E-13    3.7472E-13    3.9552E-13    4.4202E-13    5.9095E-13
   23    14    1.3105E-12    1.0592E-12    7.6278E-13    6.3292E-13    5.3589E-13    4.9866E-13    4.9351E-13    5.0092E-13    5.1940E-13    5.6778E-13
   23    15    3.6661E-12    3.0030E-12    2.3709E-12    2.1574E-12    2.1080E-12    2.2498E-12    2.3668E-12    2.6439E-12    2.8819E-12    3.2605E-12
   23    16    9.9103E-12    8.5782E-12    7.2268E-12    6.8114E-12    6.8195E-12    7.2265E-12    7.4992E-12    8.0495E-12    8.4500E-12    8.9960E-12
   23    17    1.8016E-12    1.4324E-12    9.5699E-13    7.3982E-13    5.7440E-13    5.2612E-13    5.3479E-13    5.9973E-13    6.8731E-13    8.9216E-13
   23    18    1.6896E-12    1.4361E-12    1.0335E-12    8.3387E-13    6.7231E-13    6.1701E-13    6.2105E-13    6.7821E-13    7.6002E-13    9.4436E-13
   23    19    3.5881E-12    2.8232E-12    2.0615E-12    1.7279E-12    1.4546E-12    1.3058E-12    1.2564E-12    1.1929E-12    1.1695E-12    1.1734E-12
   23    20    2.6667E-12    2.1266E-12    1.4930E-12    1.2348E-12    1.0800E-12    1.0851E-12    1.1271E-12    1.2522E-12    1.3659E-12    1.5329E-12
   23    21    1.8581E-12    1.5676E-12    1.1024E-12    8.8371E-13    7.2506E-13    6.9598E-13    7.1969E-13    8.2637E-13    9.5554E-13    1.2240E-12
   23    22    2.0901E-12    1.9405E-12    1.4527E-12    1.1875E-12    9.7659E-13    9.1575E-13    9.2884E-13    1.0212E-12    1.1436E-12    1.4045E-12
   24     1    4.4518E-13    3.2442E-13    2.1960E-13    1.7744E-13    1.4950E-13    1.5341E-13    1.6648E-13    2.0860E-13    2.5116E-13    3.2391E-13
   24     2    2.5976E-12    1.9046E-12    1.3427E-12    1.1281E-12    9.9676E-13    1.0152E-12    1.0708E-12    1.2427E-12    1.4111E-12    1.6927E-12
   24     3    2.0640E-12    1.4556E-12    9.3589E-13    7.4566E-13    6.2991E-13    6.3199E-13    6.6543E-13    7.7016E-13    8.6844E-13    1.0169E-12
   24     4    1.4751E-12    1.1847E-12    9.5162E-13    8.8018E-13    8.4922E-13    8.5307E-13    8.6073E-13    8.8213E-13    9.0321E-13    9.3951E-13
   24     5    1.6110E-12    1.1096E-12    7.2982E-13    6.1395E-13    5.6206E-13    5.6815E-13    5.7979E-13    6.1060E-13    6.4155E-13    7.0287E-13
   24     6    3.3358E-12    2.8931E-12    2.2037E-12    1.8151E-12    1.4115E-12    1.1438E-12    1.0549E-12    9.6132E-13    9.5358E-13    1.0451E-12
   24     7    2.0489E-12    1.6299E-12    1.2482E-12    1.1320E-12    1.1019E-12    1.1540E-12    1.1959E-12    1.2900E-12    1.3669E-12    1.4828E-12
   24     8    3.2975E-12    2.7691E-12    2.2251E-12    2.0614E-12    2.0607E-12    2.2227E-12    2.3408E-12    2.6138E-12    2.8527E-12    3.2535E-12
   24     9    4.2837E-12    3.4969E-12    2.6251E-12    2.2200E-12    1.8752E-12    1.7105E-12    1.6785E-12    1.6904E-12    1.7507E-12    1.9050E-12
   24    10    3.1592E-12    2.5182E-12    1.8328E-12    1.5152E-12    1.2437E-12    1.1087E-12    1.0775E-12    1.0703E-12    1.1048E-12    1.2173E-12
   24    11    2.9934E-12    2.0932E-12    1.3418E-12    1.0819E-12    9.5282E-13    9.8568E-13    1.0379E-12    1.1752E-12    1.2942E-12    1.4718E-12
   24    12    7.3906E-12    8.9833E-12    1.0704E-11    1.1839E-11    1.3541E-11    1.5314E-11    1.6202E-11    1.7888E-11    1.9153E-11    2.1024E-11
   24    13    1.4974E-12    1.3578E-12    1.1137E-12    1.0018E-12    9.5109E-13    1.0091E-12    1.0715E-12    1.2369E-12    1.3904E-12    1.6496E-12
   24    14    1.6766E-12    1.2413E-12    8.1508E-13    6.3347E-13    4.9028E-13    4.4276E-13    4.4968E-13    5.1072E-13    5.8910E-13    7.4272E-13
   24    15    2.9628E-12    2.3975E-12    1.8571E-12    1.6683E-12    1.5930E-12    1.6475E-12    1.7031E-12    1.8391E-12    1.9544E-12    2.1261E-12
   24    16    3.8507E-12    3.1164E-12    2.4704E-12    2.2329E-12    2.0860E-12    2.0383E-12    2.0290E-12    2.0263E-12    2.0389E-12    2.0873E-12
   24    17    1.8399E-12    1.3767E-12    8.7775E-13    6.6359E-13    5.0657E-13    4.6811E-13    4.8081E-13    5.4251E-13    6.0510E-13    6.9792E-13
   24    18    2.2358E-12    2.0687E-12    1.7495E-12    1.6129E-12    1.5701E-12    1.6618E-12    1.7444E-12    1.9491E-12    2.1310E-12    2.4259E-12
   24    19    8.9694E-12    7.6761E-12    6.4099E-12    6.0322E-12    6.0375E-12    6.3889E-12    6.6219E-12    7.0986E-12    7.4664E-12    8.0320E-12
   24    20    4.7004E-12    3.9730E-12    3.0703E-12    2.6530E-12    2.3284E-12    2.2169E-12    2.2210E-12    2.3237E-12    2.4818E-12    2.8622E-12
   24    21    2.1220E-12    1.8109E-12    1.3369E-12    1.1454E-12    1.0623E-12    1.1250E-12    1.1930E-12    1.3702E-12    1.5316E-12    1.7946E-12
   24    22    1.8350E-12    1.4818E-12    1.0283E-12    8.2729E-13    6.8472E-13    6.5886E-13    6.7820E-13    7.5796E-13    8.4291E-13    9.8908E-13
   24    23    2.1477E-12    1.6509E-12    1.0430E-12    7.7483E-13    5.7374E-13    4.9888E-13    4.9053E-13    5.1524E-13    5.7034E-13    7.3540E-13
   25     1    2.3873E-13    1.4150E-13    6.9176E-14    4.2766E-14    2.2540E-14    1.2591E-14    9.7792E-15    6.7853E-15    5.8815E-15    5.9479E-15
   25     2    6.9956E-13    4.1965E-13    2.1137E-13    1.3562E-13    7.8360E-14    5.1460E-14    4.4648E-14    3.9462E-14    4.0387E-14    4.7536E-14
   25     3    1.4921E-12    9.7632E-13    5.4929E-13    3.8655E-13    2.6562E-13    2.1744E-13    2.1049E-13    2.1816E-13    2.3683E-13    2.7944E-13
   25     4    2.3765E-12    1.5093E-12    8.2614E-13    5.6560E-13    3.6468E-13    2.7611E-13    2.5965E-13    2.6811E-13    3.0960E-13    4.6275E-13
   25     5    2.1770E-12    1.8215E-12    1.4812E-12    1.3562E-12    1.2870E-12    1.2908E-12    1.3108E-12    1.3726E-12    1.4317E-12    1.5242E-12
   25     6    2.8618E-12    2.5025E-12    2.1309E-12    1.9962E-12    1.9388E-12    1.9721E-12    2.0107E-12    2.1123E-12    2.2032E-12    2.3419E-12
   25     7    4.0435E-12    3.2770E-12    2.4290E-12    1.9964E-12    1.5684E-12    1.3085E-12    1.2368E-12    1.2104E-12    1.2976E-12    1.6698E-12
   25     8    1.4725E-12    1.0309E-12    6.0131E-13    4.2847E-13    2.9780E-13    2.4604E-13    2.3917E-13    2.4829E-13    2.6666E-13    3.0097E-13
   25     9    4.4194E-12    3.2118E-12    2.1342E-12    1.6741E-12    1.2970E-12    1.1481E-12    1.1476E-12    1.2795E-12    1.5003E-12    2.0866E-12
   25    10    4.7514E-12    3.5965E-12    2.4812E-12    2.0119E-12    1.6775E-12    1.6306E-12    1.6931E-12    1.9306E-12    2.1867E-12    2.6803E-12
   25    11    3.4415E-12    2.5395E-12    1.7002E-12    1.3797E-12    1.1751E-12    1.1420E-12    1.1646E-12    1.2532E-12    1.3470E-12    1.5162E-12
   25    12    3.7188E-12    2.9517E-12    2.3207E-12    2.1207E-12    2.0784E-12    2.2173E-12    2.3323E-12    2.6028E-12    2.8274E-12    3.1589E-12
   25    13    1.0770E-12    7.5772E-13    4.6565E-13    3.4977E-13    2.6350E-13    2.3141E-13    2.3022E-13    2.5420E-13    2.9931E-13    4.3889E-13
   25    14    1.4000E-12    9.9124E-13    5.9767E-13    4.3228E-13    3.1121E-13    2.8721E-13    3.0504E-13    3.8213E-13    4.6412E-13    5.9521E-13
   25    15    8.7340E-12    1.0617E-11    1.2989E-11    1.4504E-11    1.6647E-11    1.8814E-11    1.9905E-11    2.2041E-11    2.3726E-11    2.6355E-11
   25    16    2.2431E-12    1.7078E-12    1.1622E-12    9.4789E-13    8.1700E-13    8.1238E-13    8.4065E-13    9.2790E-13    1.0055E-12    1.1106E-12
   25    17    2.1048E-12    1.5351E-12    9.7883E-13    7.5979E-13    6.1360E-13    5.8463E-13    5.9892E-13    6.6338E-13    7.3804E-13    8.9155E-13
   25    18    1.8614E-12    1.3354E-12    8.1967E-13    6.1477E-13    4.6671E-13    4.1218E-13    4.0579E-13    4.1837E-13    4.4323E-13    4.9773E-13
   25    19    6.5421E-12    5.9759E-12    5.2926E-12    5.0790E-12    5.1236E-12    5.4597E-12    5.7144E-12    6.3487E-12    6.9535E-12    8.0624E-12
